cbo_4d,mte_match_status,ciuo88_codes,isco08_codes,scored_isco08_codes,n_isco08_targets,n_scored_isco08_targets,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,gradient_v_a,gradient_v_b,gradient_v_c,gradient_v_d,employment_weight_fallback,matched_pre_admissions,variant_b_mean,variant_b_pooled_sd,variant_c_task_sd,between_destination_sd
1010,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1011,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1020,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1021,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1030,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1031,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1111,matched_official_mte,1110,1111,1111,1,1,0.31,0.04,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,496.0,0.31,0.04,0.04,0.0
1112,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1113,matched_official_mte,1110,1111,1111,1,1,0.31,0.04,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,6.0,0.31,0.04,0.04,0.0
1114,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1115,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1130,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1141,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1142,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1143,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1144,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1210,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1221,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1222,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1223,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1224,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1225,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1226,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1227,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1231,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1232,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1233,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1234,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1236,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1237,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1238,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1311,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1312,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1313,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,4958.0,0.36000000000000004,0.12041594578792296,0.12000000000000001,0.010000000000000009
1411,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1412,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1413,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1414,matched_official_mte,1314,1420; 5221,1420; 5221,2,2,0.435,0.12757350822173075,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,108414.0,0.43499999999999994,0.12757350822173075,0.12747548783981963,0.0050000000000000044
1415,matched_official_mte,1315,1411; 1412,1411; 1412,2,2,0.365,0.12519984025548914,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,37104.0,0.365,0.12519984025548914,0.12509996003196805,0.0050000000000000044
1416,matched_official_mte,1226,1324; 1330,1324; 1330,2,2,0.41000000000000003,0.06782329983125268,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,7640.0,0.41000000000000003,0.06782329983125268,0.060827625302982205,0.02999999999999997
1417,matched_official_mte,1317,1211; 1212; 1219; 1221; 1222; 1330; 1346,1211; 1212; 1219; 1221; 1222; 1330; 1346,7,7,0.4085714285714285,0.08708428945216097,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Exposed: Gradient 2,False,6221.000000000002,0.40857142857142853,0.08708428945216097,0.07928249671720919,0.03602720060833854
1418,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1421,matched_official_mte,2149,2141; 2143; 2149,2141; 2143; 2149,3,3,0.35000000000000003,0.08164965809277261,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,149768.0,0.35000000000000003,0.08164965809277261,0.07348469228349536,0.035590260840104374
1422,matched_official_mte,1232,1212,1212,1,1,0.36,0.05,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,7651.0,0.35999999999999993,0.05,0.05,0.0
1423,matched_official_mte,1233; 1234; 1239; 2419,1221; 1222; 1213; 2412; 2413; 2421; 2422; 2431; 2432; 3339,1221; 1222; 1213; 2412; 2413; 2421; 2422; 2431; 2432; 3339,10,10,0.465,0.1174521179034248,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,321191.0,0.4522857427511978,0.11450735627222004,0.08491171886141512,0.0811480129146734
1424,matched_official_mte,1233,1221,1221,1,1,0.41,0.09,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,6646.0,0.41,0.09,0.09,0.0
1425,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
1426,matched_official_mte,1236,1330,1330,1,1,0.44,0.07,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,8376.0,0.44,0.07,0.07,0.0
1427,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2010,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2011,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2012,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2020,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2021,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2030,matched_official_mte,2211,2131; 2133,2131; 2133,2,2,0.39,0.07681145747868609,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,993.0,0.39,0.07681145747868609,0.07615773105863909,0.010000000000000009
2031,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2032,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2033,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2034,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2035,matched_official_mte,2443,2633,2633,1,1,0.47,0.06,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,71.0,0.47,0.06,0.06,0.0
2041,matched_official_mte,3450,3355; 3411,3355; 3411,2,2,0.31,0.13656500283747663,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,8.0,0.31,0.13656500283747663,0.11067971810589329,0.08
2110,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2111,matched_official_mte,2121,2120,2120,1,1,0.56,0.09,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,2364.0,0.56,0.09,0.09,0.0
2112,matched_official_mte,2122,2120,2120,1,1,0.56,0.09,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,2062.0,0.56,0.09,0.09,0.0
2120,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2121,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2122,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2123,matched_official_mte,2131,2511; 2512; 2513; 2519; 2521; 2522; 2523,2511; 2512; 2513; 2519; 2521; 2522; 2523,7,7,0.547142857142857,0.09261506907846132,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,6309.000000000001,0.547142857142857,0.09261506907846132,0.08610624666239794,0.034106675389466636
2124,matched_official_mte,2131,2511; 2512; 2513; 2519; 2521; 2522; 2523,2511; 2512; 2513; 2519; 2521; 2522; 2523,7,7,0.547142857142857,0.09261506907846132,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,297842.00000000006,0.5471428571428569,0.09261506907846132,0.08610624666239794,0.034106675389466636
2131,matched_official_mte,2111,2111,2111,1,1,0.37999999999999995,0.14,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,False,173.0,0.37999999999999995,0.14,0.14,0.0
2132,matched_official_mte,2113,2113; 2262,2113; 2262,2,2,0.36,0.09974968671630002,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1662.0,0.36000000000000004,0.09974968671630002,0.09513148795220225,0.03
2133,matched_official_mte,2111; 2112,2111; 2112,2111; 2112,2,2,0.45999999999999996,0.15700318468107585,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,False,89.0,0.5346067415730338,0.13350972004992603,0.13509256086106297,0.08000000000000004
2134,matched_official_mte,2114,2114,2114,1,1,0.36000000000000004,0.10000000000000002,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1864.0,0.36000000000000004,0.10000000000000002,0.10000000000000002,0.0
2140,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2141,matched_official_mte,2141,2161; 2162; 2164,2161; 2162; 2164,3,3,0.3833333333333333,0.07630348761506398,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,5308.0,0.3833333333333333,0.07630348761506398,0.07393691004272945,0.018856180831641256
2142,matched_official_mte,2142,2142,2142,1,1,0.3,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,27873.0,0.3,0.06,0.06,0.0
2143,matched_official_mte,2143; 2144,2151; 2152; 2153,2151; 2152; 2153,3,3,0.4033333333333333,0.13237153101109853,Exposed: Gradient 2,Exposed: Gradient 2,Minimal Exposure,Exposed: Gradient 2,Not Exposed,False,7085.0,0.33641919548341565,0.10637718340995356,0.11210114480533491,0.07039570693980958
2144,matched_official_mte,2145,2144,2144,1,1,0.32,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,8264.0,0.32,0.07,0.07,0.0
2145,matched_official_mte,2146,2145,2145,1,1,0.35,0.12,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1276.0,0.35,0.12,0.12,0.0
2146,matched_official_mte,2147,2146,2146,1,1,0.29,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,497.0,0.29,0.05,0.05,0.0
2147,matched_official_mte,2147,2146,2146,1,1,0.29,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1361.0,0.29,0.05,0.05,0.0
2148,matched_official_mte,2148,2165,2165,1,1,0.44,0.12,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,171.0,0.43999999999999995,0.12000000000000001,0.12,0.0
2149,matched_official_mte,2149,2141; 2143; 2149,2141; 2143; 2149,3,3,0.35000000000000003,0.08164965809277261,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,18329.0,0.35,0.08164965809277261,0.07348469228349536,0.035590260840104374
2151,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2152,matched_official_mte,3141,3151,3151,1,1,0.23000000000000004,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,502.0,0.23000000000000004,0.05,0.05,0.0
2153,matched_official_mte,3143,3153,3153,1,1,0.27,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3747.0,0.27,0.05,0.05,0.0
2211,matched_official_mte,2211,2131; 2133,2131; 2133,2,2,0.39,0.07681145747868609,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,3601.0,0.39,0.07681145747868609,0.07615773105863909,0.010000000000000009
2212,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2221,matched_official_mte,2213,2132,2132,1,1,0.29,0.10000000000000002,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,6970.0,0.29,0.10000000000000002,0.10000000000000002,0.0
2222,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2232,matched_official_mte,2222,2261,2261,1,1,0.15,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,7348.0,0.15,0.06,0.06,0.0
2233,matched_official_mte,2223,2250,2250,1,1,0.14,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,8312.0,0.14,0.05,0.05,0.0
2234,matched_official_mte,2224,2262,2262,1,1,0.33,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,106337.0,0.33,0.09,0.09,0.0
2235,matched_official_mte,2230,1342; 1343; 2221; 2222; 3221; 3222,1342; 1343; 2221; 2222; 3221; 3222,6,6,0.2783333333333333,0.14158821357098272,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,182045.0,0.27833333333333327,0.14158821357098272,0.12845232578665128,0.0595585612840188
2236,matched_official_mte,2229,2263; 2269,2263; 2269,2,2,0.24000000000000002,0.07778174593052023,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,41861.0,0.24000000000000002,0.07778174593052024,0.06670832032063168,0.04000000000000001
2237,matched_official_mte,2229,2263; 2269,2263; 2269,2,2,0.24000000000000002,0.07778174593052023,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,32923.0,0.24000000000000002,0.07778174593052024,0.06670832032063168,0.04000000000000001
2238,matched_official_mte,2229,2263; 2269,2263; 2269,2,2,0.24000000000000002,0.07778174593052023,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,10070.0,0.24000000000000002,0.07778174593052023,0.06670832032063168,0.04000000000000001
2239,matched_official_mte,2229,2263; 2269,2263; 2269,2,2,0.24000000000000002,0.07778174593052023,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,6778.0,0.24000000000000005,0.07778174593052024,0.06670832032063168,0.04000000000000001
2241,matched_official_mte,3475,3421; 3422; 3423,3421; 3422; 3423,3,3,0.2833333333333334,0.11953614051360739,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,Not Exposed,False,38331.0,0.2833333333333333,0.11953614051360739,0.1023067283548187,0.061824123303304716
2251,matched_official_mte,2221,2211; 2212,2211; 2212,2,2,0.28,0.11090536506409417,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,32672.0,0.27999999999999997,0.11090536506409417,0.11045361017187261,0.009999999999999981
2252,matched_official_mte,2221,2211; 2212,2211; 2212,2,2,0.28,0.11090536506409417,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3627.0,0.27999999999999997,0.11090536506409417,0.11045361017187261,0.009999999999999981
2253,matched_official_mte,2221,2211; 2212,2211; 2212,2,2,0.28,0.11090536506409417,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,458.0,0.28,0.11090536506409417,0.11045361017187261,0.009999999999999981
2261,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2263,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2311,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2312,matched_official_mte,2332,2342,2342,1,1,0.21,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,51680.0,0.21,0.05,0.05,0.0
2313,matched_official_mte,2331,2341,2341,1,1,0.26,0.09,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,19852.0,0.26,0.09,0.09,0.0
2321,matched_official_mte,2320,2320; 2330,2320; 2330,2,2,0.32499999999999996,0.10136567466356645,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,29469.0,0.32499999999999996,0.10136567466356645,0.09823441352194251,0.024999999999999994
2331,matched_official_mte,2320,2320; 2330,2320; 2330,2,2,0.32499999999999996,0.10136567466356645,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,3406.0,0.32499999999999996,0.10136567466356647,0.09823441352194251,0.024999999999999994
2332,matched_official_mte,2320,2320; 2330,2320; 2330,2,2,0.32499999999999996,0.10136567466356645,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,18042.0,0.32499999999999996,0.10136567466356645,0.09823441352194251,0.024999999999999994
2341,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,115.0,0.36,0.12041594578792295,0.12000000000000001,0.010000000000000009
2342,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,320.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2343,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,246.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2344,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,2060.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2345,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,52870.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2346,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,17091.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2347,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1593.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2348,matched_official_mte,2310,2310; 2320,2310; 2320,2,2,0.36,0.12041594578792296,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,4224.0,0.36,0.12041594578792296,0.12000000000000001,0.010000000000000009
2349,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2392,matched_official_mte,2340,2352,2352,1,1,0.28,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,3800.0,0.28,0.1,0.1,0.0
2394,matched_official_mte,2351,2351,2351,1,1,0.39,0.11000000000000001,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,False,76434.0,0.39,0.11000000000000001,0.11000000000000001,0.0
2410,matched_official_mte,2421,2611,2611,1,1,0.36,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,38027.0,0.36,0.09,0.09,0.0
2412,matched_official_mte,2429,2619,2619,1,1,0.37,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,55.0,0.37000000000000005,0.09,0.09,0.0
2413,matched_official_mte,2429,2619,2619,1,1,0.37,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,225.0,0.37,0.09,0.09,0.0
2422,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2423,matched_official_mte,2429,2619,2619,1,1,0.37,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,3.0,0.36999999999999994,0.09,0.09,0.0
2424,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2429,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2511,matched_official_mte,2442,2632,2632,1,1,0.48000000000000004,0.12000000000000001,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,472.0,0.48000000000000004,0.12000000000000001,0.12000000000000001,0.0
2512,matched_official_mte,2441,2631,2631,1,1,0.55,0.08,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,20476.0,0.55,0.08,0.08,0.0
2513,matched_official_mte,2442,2632,2632,1,1,0.48000000000000004,0.12000000000000001,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,282.0,0.48000000000000004,0.12000000000000002,0.12000000000000001,0.0
2514,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2515,matched_official_mte,2445,2634,2634,1,1,0.39,0.14,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,False,25908.0,0.39,0.14,0.14,0.0
2516,matched_official_mte,2446,2635,2635,1,1,0.28,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,22257.0,0.28,0.1,0.1,0.0
2521,matched_official_mte,2419,2412; 2413; 2421; 2422; 2431; 2432; 3339,2412; 2413; 2421; 2422; 2431; 2432; 3339,7,7,0.4985714285714286,0.1184336548969291,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,131759.0,0.4985714285714286,0.11843365489692909,0.09250482612892615,0.07395530917454161
2522,matched_official_mte,2411,2411; 2412,2411; 2412,2,2,0.54,0.1007472083980494,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,80008.0,0.54,0.1007472083980494,0.09617692030835673,0.02999999999999997
2523,matched_official_mte,3439,3332; 3341; 3343; 3359; 3433,3332; 3341; 3343; 3359; 3433,5,5,0.43600000000000005,0.1576197957110718,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,2515.0,0.436,0.1576197957110718,0.1423376267892647,0.06770524351924305
2524,matched_official_mte,2412,2263; 2423; 2424,2263; 2423; 2424,3,3,0.37999999999999995,0.10214368964029708,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Exposed: Gradient 2,False,91039.0,0.38,0.10214368964029708,0.07187952884282608,0.0725718035235908
2525,matched_official_mte,2149,2141; 2143; 2149,2141; 2143; 2149,3,3,0.35000000000000003,0.08164965809277261,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,763.0,0.35000000000000003,0.08164965809277261,0.07348469228349536,0.035590260840104374
2526,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2527,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2531,matched_official_mte,2419; 3415,2412; 2413; 2421; 2422; 2431; 2432; 3339; 2433; 2434; 3322,2412; 2413; 2421; 2422; 2431; 2432; 3339; 2433; 2434; 3322,10,10,0.499,0.11085576214162257,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,31708.0,0.49875065328263263,0.11532543366303426,0.09186947262284681,0.06204030947698439
2532,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2533,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2534,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2541,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2542,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2543,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2544,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2545,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2611,matched_official_mte,2451,2431; 2432; 2641; 2642,2431; 2432; 2641; 2642,4,4,0.5175000000000001,0.10556396165358707,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,6559.0,0.5175000000000001,0.10556396165358707,0.09260129588726068,0.05068283733178325
2612,matched_official_mte,2432,2622,2622,1,1,0.55,0.04,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,6284.0,0.55,0.04,0.04,0.0
2613,matched_official_mte,2431,2621,2621,1,1,0.4699999999999999,0.11000000000000001,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,3135.0,0.4699999999999999,0.11000000000000001,0.11000000000000001,0.0
2614,matched_official_mte,2444,2643,2643,1,1,0.59,0.11,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,1252.0,0.59,0.11,0.11,0.0
2615,matched_official_mte,2451,2431; 2432; 2641; 2642,2431; 2432; 2641; 2642,4,4,0.5175000000000001,0.10556396165358707,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,1842.0,0.5175000000000001,0.10556396165358709,0.09260129588726068,0.05068283733178325
2616,matched_official_mte,2451,2431; 2432; 2641; 2642,2431; 2432; 2641; 2642,4,4,0.5175000000000001,0.10556396165358707,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,367.0,0.5175000000000001,0.10556396165358707,0.09260129588726068,0.05068283733178325
