case_id,variant_id,dimension,group_id,outcome,main_terminal_change_pct,main_support_status,main_baseline_value,main_baseline_support,terminal_months,alternative_normalization_change_pct,alternative_support_status,same_month_change_pct,same_month_support_status,matched_months,raw_wage_mean_change_pct,raw_wage_support_status,cell_mean_winsorized_change_pct,cell_mean_winsorized_support_status,primary_reference_change_pct,composition_delta_pp,normalization_delta_pp,same_month_delta_pp,raw_wage_delta_pp,cell_mean_winsorization_delta_pp
stock_clerks,primary,age,age_31_34,admissions,23.88724036,adequate,7414,7414,6,34.79205189,adequate,39.64666558,adequate,6,23.88724036,adequate,23.88724036,adequate,23.88724036,0,10.90481154,15.75942523,,
stock_clerks,primary,age,age_31_34,real_admission_wage,5.440436986,adequate,1740.931952,7407,6,6.724374207,adequate,7.221598039,adequate,6,7.17874411,adequate,7.17874411,adequate,5.440436986,0,1.283937222,1.781161053,1.738307125,1.738307125
stock_clerks,primary,age,age_35_40,admissions,25.54791667,adequate,8000,8000,6,37.87383776,adequate,42.74985145,adequate,6,25.54791667,adequate,25.54791667,adequate,25.54791667,0,12.3259211,17.20193478,,
stock_clerks,primary,age,age_35_40,real_admission_wage,4.823269121,adequate,1765.898661,7990,6,5.798887669,adequate,6.27440677,adequate,6,-3.606153353,adequate,-3.606153353,adequate,4.823269121,0,0.9756185479,1.451137648,-8.429422474,-8.429422474
stock_clerks,primary,age,age_41_49,admissions,40.41560645,adequate,6288,6288,6,60.03866836,adequate,68.59914685,adequate,6,40.41560645,adequate,40.41560645,adequate,40.41560645,0,19.62306191,28.18354041,,
stock_clerks,primary,age,age_41_49,real_admission_wage,4.834428881,adequate,1791.012948,6273,6,6.061565094,adequate,6.553445088,adequate,6,-8.044095538,adequate,-8.044095538,adequate,4.834428881,0,1.227136213,1.719016207,-12.87852442,-12.87852442
stock_clerks,primary,age,age_50_plus,admissions,69.27664486,adequate,2599,2599,6,88.76303257,adequate,96.72763722,adequate,6,69.27664486,adequate,69.27664486,adequate,69.27664486,0,19.4863877,27.45099235,,
stock_clerks,primary,age,age_50_plus,real_admission_wage,3.082270427,adequate,1828.288421,2593,6,4.441741576,adequate,4.786592008,adequate,6,3.806808617,adequate,3.806808617,adequate,3.082270427,0,1.359471149,1.704321581,0.7245381901,0.7245381901
stock_clerks,primary,education,education_other,admissions,31.71342728,adequate,77772,77772,6,40.7442062,adequate,45.26343093,adequate,6,31.71342728,adequate,31.71342728,adequate,31.71342728,0,9.030778915,13.55000365,,
stock_clerks,primary,education,education_other,real_admission_wage,4.542800332,adequate,1663.540513,77636,6,7.016444474,adequate,7.795645919,adequate,6,11.48455841,adequate,11.48455841,adequate,4.542800332,0,2.473644142,3.252845588,6.941758078,6.941758078
stock_clerks,primary,education,higher_education,admissions,30.86073583,adequate,3923,3923,6,38.23217908,adequate,43.86381698,adequate,6,30.86073583,adequate,30.86073583,adequate,30.86073583,0,7.371443248,13.00308114,,
stock_clerks,primary,education,higher_education,real_admission_wage,4.258544076,adequate,1902.357874,3908,6,5.510835927,adequate,5.896550801,adequate,6,4.424914238,adequate,4.424914238,adequate,4.258544076,0,1.252291851,1.638006726,0.1663701625,0.1663701625
stock_clerks,primary,overall,all,admissions,31.67248098,adequate,81695,81695,6,40.6222493,adequate,45.19493846,adequate,6,31.67248098,adequate,31.67248098,adequate,31.67248098,0,8.949768321,13.52245748,,
stock_clerks,primary,overall,all,real_admission_wage,4.524601725,adequate,1674.985846,81544,6,6.924350198,adequate,7.686807397,adequate,6,11.08518456,adequate,11.08518456,adequate,4.524601725,0,2.399748473,3.162205672,6.560582833,6.560582833
stock_clerks,primary,race_color,race_black_combined,admissions,88.74447292,adequate,35507,35507,6,107.0646213,adequate,116.2452422,adequate,6,88.74447292,adequate,88.74447292,adequate,88.74447292,0,18.32014836,27.5007693,,
stock_clerks,primary,race_color,race_black_combined,real_admission_wage,6.174766553,adequate,1606.05579,35431,6,8.378113152,adequate,9.163023179,adequate,6,18.70877019,adequate,18.70877019,adequate,6.174766553,0,2.203346599,2.988256626,12.53400364,12.53400364
stock_clerks,primary,race_color,race_white,admissions,68.40316295,adequate,23438,23438,6,69.37149559,adequate,70.9753918,adequate,6,68.40316295,adequate,68.40316295,adequate,68.40316295,0,0.9683326397,2.572228849,,
stock_clerks,primary,race_color,race_white,real_admission_wage,3.623413628,adequate,1764.047948,23402,6,6.716980343,adequate,7.531959643,adequate,6,3.975790007,adequate,3.975790007,adequate,3.623413628,0,3.093566715,3.908546015,0.3523763786,0.3523763786
stock_clerks,primary,sex,men,admissions,30.68266823,adequate,61494,61494,6,36.97803565,adequate,40.68597776,adequate,6,30.68266823,adequate,30.68266823,adequate,30.68266823,0,6.295367424,10.00330954,,
stock_clerks,primary,sex,men,real_admission_wage,4.812284882,adequate,1693.517409,61389,6,7.013241754,adequate,7.751123822,adequate,6,12.1536166,adequate,12.1536166,adequate,4.812284882,0,2.200956872,2.93883894,7.341331722,7.341331722
stock_clerks,primary,sex,women,admissions,34.68557662,adequate,20201,20201,6,52.61464305,adequate,60.41694083,adequate,6,34.68557662,adequate,34.68557662,adequate,34.68557662,0,17.92906643,25.73136421,,
stock_clerks,primary,sex,women,real_admission_wage,3.741706225,adequate,1618.541583,20155,6,7.150386699,adequate,8.111159921,adequate,6,8.089850277,adequate,8.089850277,adequate,3.741706225,0,3.408680474,4.369453696,4.348144052,4.348144052
stock_clerks,stock_extended,age,age_22_25,admissions,27.31236825,adequate,23086,23086,6,46.0489723,adequate,54.83385503,adequate,6,27.31236825,adequate,27.31236825,adequate,14.30405158,13.00831667,18.73660406,27.52148678,,
stock_clerks,stock_extended,age,age_22_25,real_admission_wage,6.212101127,adequate,1683.94796,23043,6,8.359124409,adequate,9.241497325,adequate,6,41.82540885,adequate,41.82540885,adequate,5.691508867,0.52059226,2.147023282,3.029396198,35.61330772,35.61330772
stock_clerks,stock_extended,age,age_26_30,admissions,38.84709086,adequate,18608,18608,6,58.29253997,adequate,67.52743934,adequate,6,38.84709086,adequate,38.84709086,adequate,23.85837353,14.98871733,19.44544911,28.68034848,,
stock_clerks,stock_extended,age,age_26_30,real_admission_wage,5.650459263,adequate,1718.093544,18573,6,7.688157571,adequate,8.549823373,adequate,6,2.210152682,adequate,2.210152682,adequate,5.290473913,0.3599853504,2.037698308,2.899364109,-3.440306582,-3.440306582
stock_clerks,stock_extended,age,age_31_34,admissions,38.10673103,adequate,9944,9944,6,56.61409451,adequate,64.73802648,adequate,6,38.10673103,adequate,38.10673103,adequate,23.88724036,14.21949067,18.50736348,26.63129546,,
stock_clerks,stock_extended,age,age_31_34,real_admission_wage,5.863711721,adequate,1733.437142,9932,6,7.059015498,adequate,7.636613843,adequate,6,0.8505031081,adequate,0.8505031081,adequate,5.440436986,0.4232747355,1.195303776,1.772902122,-5.013208613,-5.013208613
stock_clerks,stock_extended,age,age_35_40,admissions,39.81196102,adequate,10707,10707,6,60.41048281,adequate,68.74279931,adequate,6,39.81196102,adequate,39.81196102,adequate,25.54791667,14.26404436,20.59852179,28.93083829,,
stock_clerks,stock_extended,age,age_35_40,real_admission_wage,4.985027271,adequate,1760.527851,10692,6,6.195481506,adequate,6.717505013,adequate,6,-3.934867841,adequate,-3.934867841,adequate,4.823269121,0.1617581502,1.210454235,1.732477742,-8.919895113,-8.919895113
stock_clerks,stock_extended,age,age_41_49,admissions,56.12368389,adequate,8263,8263,6,85.57064357,adequate,98.4319954,adequate,6,56.12368389,adequate,56.12368389,adequate,40.41560645,15.70807745,29.44695968,42.30831151,,
stock_clerks,stock_extended,age,age_41_49,real_admission_wage,4.930386142,adequate,1779.715353,8245,6,6.290052107,adequate,6.887306871,adequate,6,-9.933285667,adequate,-9.933285667,adequate,4.834428881,0.09595726082,1.359665966,1.956920729,-14.86367181,-14.86367181
stock_clerks,stock_extended,age,age_50_plus,admissions,82.86487612,adequate,3202,3202,6,111.444942,adequate,122.565014,adequate,6,82.86487612,adequate,82.86487612,adequate,69.27664486,13.58823126,28.58006586,39.70013786,,
stock_clerks,stock_extended,age,age_50_plus,real_admission_wage,3.659796989,adequate,1808.515409,3195,6,4.870096262,adequate,5.276873746,adequate,6,3.508782432,adequate,3.508782432,adequate,3.082270427,0.5775265624,1.210299273,1.617076756,-0.1510145579,-0.1510145579
stock_clerks,stock_extended,education,education_other,admissions,44.65819637,adequate,100272,100272,6,60.54649006,adequate,67.99685581,adequate,6,44.65819637,adequate,44.65819637,adequate,31.71342728,12.94476909,15.88829369,23.33865944,,
stock_clerks,stock_extended,education,education_other,real_admission_wage,4.943666501,adequate,1667.593514,100103,6,7.572890252,adequate,8.436865908,adequate,6,6.945346896,adequate,6.945346896,adequate,4.542800332,0.4008661688,2.629223751,3.493199408,2.001680396,2.001680396
stock_clerks,stock_extended,education,higher_education,admissions,53.37215366,adequate,5753,5753,6,79.88420216,adequate,91.54780588,adequate,6,53.37215366,adequate,53.37215366,adequate,30.86073583,22.51141783,26.5120485,38.17565222,,
stock_clerks,stock_extended,education,higher_education,real_admission_wage,4.923634474,adequate,1865.951532,5735,6,4.430125199,adequate,4.695900698,adequate,6,3.864239035,adequate,3.864239035,adequate,4.258544076,0.6650903985,-0.4935092751,-0.2277337765,-1.05939544,-1.05939544
stock_clerks,stock_extended,overall,all,admissions,45.13102256,adequate,106025,106025,6,61.54228668,adequate,69.19903709,adequate,6,45.13102256,adequate,45.13102256,adequate,31.67248098,13.45854158,16.41126412,24.06801454,,
stock_clerks,stock_extended,overall,all,real_admission_wage,4.980358536,adequate,1678.341858,105838,6,7.466274765,adequate,8.308565729,adequate,6,6.763472994,adequate,6.763472994,adequate,4.524601725,0.4557568112,2.485916229,3.328207193,1.783114458,1.783114458
stock_clerks,stock_extended,race_color,race_black_combined,admissions,104.5333473,adequate,47805,47805,6,132.8526748,adequate,146.3252994,adequate,6,104.5333473,adequate,104.5333473,adequate,88.74447292,15.78887436,28.3193275,41.79195208,,
stock_clerks,stock_extended,race_color,race_black_combined,real_admission_wage,6.712168912,adequate,1617.740918,47702,6,9.129763732,adequate,10.03505134,adequate,6,11.48733568,adequate,11.48733568,adequate,6.174766553,0.5374023591,2.417594819,3.322882426,4.775166767,4.775166767
stock_clerks,stock_extended,race_color,race_white,admissions,81.89126166,adequate,29876,29876,6,92.7268235,adequate,97.8520838,adequate,6,81.89126166,adequate,81.89126166,adequate,68.40316295,13.4880987,10.83556184,15.96082214,,
stock_clerks,stock_extended,race_color,race_white,real_admission_wage,3.764078865,adequate,1758.525242,29835,6,6.696407069,adequate,7.548547958,adequate,6,0.9186069976,adequate,0.9186069976,adequate,3.623413628,0.1406652373,2.932328203,3.784469093,-2.845471868,-2.845471868
stock_clerks,stock_extended,sex,men,admissions,40.53072959,adequate,75481,75481,6,51.05543997,adequate,56.98135987,adequate,6,40.53072959,adequate,40.53072959,adequate,30.68266823,9.84806136,10.52471038,16.45063028,,
stock_clerks,stock_extended,sex,men,real_admission_wage,4.946262268,adequate,1695.523271,75353,6,7.291395181,adequate,8.092988956,adequate,6,9.772280415,adequate,9.772280415,adequate,4.812284882,0.1339773857,2.345132913,3.146726688,4.826018148,4.826018148
stock_clerks,stock_extended,sex,women,admissions,56.49936703,adequate,30544,30544,6,90.96100043,adequate,104.6551759,adequate,6,56.49936703,adequate,56.49936703,adequate,34.68557662,21.81379041,34.4616334,48.15580885,,
stock_clerks,stock_extended,sex,women,real_admission_wage,5.321770769,adequate,1635.872743,30485,6,8.639351041,adequate,9.71187017,adequate,6,0.1662696539,adequate,0.1662696539,adequate,3.741706225,1.580064544,3.317580272,4.390099401,-5.155501115,-5.155501115
