source_cbo_4d,status,cbo2002_6d,cbo2002_title,cbo94_code,ciuo88_code,query_note
3222,matched,322210,Técnico de enfermagem de terapia intensiva,0-72.20,3231,
3222,matched,322215,Técnico de enfermagem do trabalho,0-72.15,3231,
3222,matched,322220,Técnico de enfermagem psiquiátrica,0-72.30,3231,
3222,matched,322225,Instrumentador cirúrgico,5-72.50,3231,
3222,matched,322230,Auxiliar de enfermagem,5-72.10,3231,
3222,matched,322235,Auxiliar de enfermagem do trabalho,5-72.15,3231,
3223,matched,322305,Técnico em óptica e optometria,0-75.30,3224,
3224,matched,322405,Técnico em saúde bucal,0-79.35,3225,
3224,matched,322410,Protético dentário,8-42.50,3225,
3225,matched,322505,Técnico de ortopedia,0-79.50,3226,
3226,no_result,,,,,No MTE result table for this CBO 4d family.
3227,matched,322705,Técnico em acupuntura,0-79.15,3229,
3227,matched,322710,Técnico em quiropraxia,0-79.45,3229,
3227,matched,322715,Massoterapeuta,5-70.45,5141,
3231,matched,323105,Técnico em pecuária,0-31.30,3212,
3241,matched,324105,Técnico em métodos eletrográficos em encefalografia,0-77.40,3133,
3241,matched,324110,Técnico em métodos gráficos em cardiologia,0-77.30,3133,
3241,matched,324115,Técnico em radiologia e imagenologia,0-77.20,3133,
3242,matched,324205,Técnico em patologia clínica,0-31.40,3211,
3250,no_result,,,,,No MTE result table for this CBO 4d family.
3251,no_result,,,,,No MTE result table for this CBO 4d family.
3252,matched,325205,Técnico de alimentos,0-39.80,3119,
3253,no_result,,,,,No MTE result table for this CBO 4d family.
3281,matched,328105,Embalsamador,5-92.30,3211,
3281,matched,328110,Taxidermista,9-49.20,3211,
3311,no_result,,,,,No MTE result table for this CBO 4d family.
3312,no_result,,,,,No MTE result table for this CBO 4d family.
3313,no_result,,,,,No MTE result table for this CBO 4d family.
3321,no_result,,,,,No MTE result table for this CBO 4d family.
3322,no_result,,,,,No MTE result table for this CBO 4d family.
3331,no_result,,,,,No MTE result table for this CBO 4d family.
3341,no_result,,,,,No MTE result table for this CBO 4d family.
3411,matched,341105,Piloto comercial (exceto linhas aéreas),0-41.30,3143,
3411,matched,341115,Mecânico de voo,0-41.50,3143,
3412,matched,341220,Patrão de pesca de alto-mar,6-61.40,3142,
3412,matched,341225,Patrão de pesca na navegação interior,6-61.30,3142,
3413,no_result,,,,,No MTE result table for this CBO 4d family.
3421,no_result,,,,,No MTE result table for this CBO 4d family.
3422,matched,342210,Despachante aduaneiro,3-93.85,3422,
3423,matched,342305,Chefe de serviço de transporte rodoviário (passageiros e cargas),3-54.20,4133,
3423,matched,342310,Inspetor de serviços de transportes rodoviários (passageiros e cargas),3-54.30,4133,
3424,matched,342405,Agente de estação (ferrovia e metrô),3-51.20,5112,
3425,matched,342505,Controlador de tráfego aéreo,3-53.40,3144,
3425,matched,342515,Fiscal de aviação civil (fac),3-53.50,3144,
3426,no_result,,,,,No MTE result table for this CBO 4d family.
3511,matched,351105,Técnico de contabilidade,0-30.20,3433,
3511,matched,351110,Chefe de contabilidade (técnico),3-02.20,3431,
3513,matched,351305,Técnico em administração,0-30.50,3434,
3513,matched,351310,Técnico em administração de comércio exterior,0-30.60,3434,
3514,matched,351410,Escrivão judicial,3-14.30,3432,
3514,matched,351425,Oficial de justiça,3-14.40,3432,
3514,matched,351430,Auxiliar de serviços jurídicos,3-93.40,3432,
3515,matched,351505,Técnico em secretariado,3-21.05,4115,
3515,matched,351510,Taquígrafo,3-23.30,4111,
3516,matched,351605,Técnico de segurança do trabalho,0-39.45,3119,
3517,matched,351705,Analista de seguros (técnico),1-98.55,3412,
3517,matched,351715,Assistente comercial de seguros,0-39.75,3412,
3517,matched,351720,Assistente técnico de seguros,1-98.47,3412,
3517,matched,351725,Inspetor de risco,0-39.87,3412,
3517,matched,351730,Inspetor de sinistros,4-43.50,3412,
3517,matched,351740,Técnico de seguros,1-98.50,3412,
3518,matched,351805,Detetive profissional,5-82.40,3450,
3518,matched,351810,Investigador de polícia,5-82.30,3450,
3518,matched,351815,Papiloscopista policial,5-82.50,3450,
3519,no_result,,,,,No MTE result table for this CBO 4d family.
3522,matched,352205,Agente de defesa ambiental,3-19.30,3444,
3522,matched,352210,Agente de saúde pública,3-19.20,3222,
3523,matched,352305,Metrologista,3-19.50,3449,
3524,no_result,,,,,No MTE result table for this CBO 4d family.
3532,matched,353230,Tesoureiro de banco,3-31.57,4122,
3541,matched,354120,Agente de vendas de serviços,4-42.20,3415,
3541,matched,354125,Assistente de vendas,3-93.25,3415,
3541,matched,354145,Vendedor pracista,4-32.20,3415,
3542,matched,354205,Comprador,4-22.20,3416,
3542,matched,354210,Supervisor de compras,4-22.15,3416,
3543,matched,354305,Analista de exportação e importação,1-98.35,2419,
3544,matched,354405,Leiloeiro,4-43.20,3417,
3544,matched,354410,Avaliador de imóveis,4-43.40,3417,
3544,matched,354415,Avaliador de bens móveis,4-43.30,3417,
3545,matched,354505,Corretor de seguros,4-41.20,3412,
3546,matched,354605,Corretor de imóveis,4-41.30,3413,
3547,matched,354705,Representante comercial autônomo,4-32.30,3421,
3548,matched,354815,Agente de viagem,5-91.15,3414,
3711,matched,371105,Auxiliar de biblioteca,3-95.20,3431,
3712,no_result,,,,,No MTE result table for this CBO 4d family.
3713,matched,371305,Técnico em programação visual,0-39.84,3119,
3713,matched,371310,Técnico gráfico,0-39.83,3119,
3714,no_result,,,,,No MTE result table for this CBO 4d family.
3721,matched,372105,Diretor de fotografia,1-63.50,3131,
3721,matched,372115,Operador de câmera de televisão,1-63.70,3131,
3722,matched,372205,Operador de rede de teleprocessamento,3-23.50,3132,
3722,matched,372210,Radiotelegrafista,3-80.45,3132,
3731,no_result,,,,,No MTE result table for this CBO 4d family.
3732,no_result,,,,,No MTE result table for this CBO 4d family.
3741,matched,374105,Técnico em gravação de áudio,8-62.20,3131,
3742,matched,374210,Maquinista de cinema e vídeo,8-62.60,3131,
3743,matched,374305,Operador de projetor cinematográfico,8-62.40,3132,
3744,matched,374420,Montador de filmes,8-62.35,3132,
3751,matched,375110,Designer de vitrines,4-54.50,3471,
3761,no_result,,,,,No MTE result table for this CBO 4d family.
3762,matched,376205,Acrobata,1-75.40,3474,
3762,matched,376235,Mágico,1-75.30,3474,
3762,matched,376245,Palhaço,1-75.20,3474,
3762,matched,376255,Trapezista,1-75.50,3474,
3763,no_result,,,,,No MTE result table for this CBO 4d family.
3764,matched,376410,Modelo de modas,4-53.30,5210,
3771,matched,377110,Atleta profissional de futebol,1-82.20,3475,
3771,matched,377130,Jóquei,1-82.40,3475,
3771,matched,377135,Piloto de competição automobilística,1-82.30,3475,
3771,matched,377145,Pugilista,1-82.50,3475,
3772,matched,377205,Árbitro desportivo,1-89.20,3475,
3911,matched,391105,Cronoanalista,0-39.30,3119,
3911,matched,391110,Cronometrista,0-39.40,3119,
3911,matched,391115,Controlador de entrada e saída,3-44.15,3119,
3911,matched,391120,Planejista,3-44.20,3119,
3911,matched,391125,Técnico de planejamento de produção,0-39.35,3119,
3911,matched,391135,Técnico de matéria-prima e material,0-39.89,3119,
3912,matched,391205,Inspetor de qualidade,0-39.85,3152,
3912,matched,391215,Operador de inspeção de qualidade,3-99.17,3152,
3912,matched,391220,Técnico de painel de controle,0-39.37,3152,
3912,matched,391225,Escolhedor de papel,7-39.40,3152,
3951,no_result,,,,,No MTE result table for this CBO 4d family.
4101,no_result,,,,,No MTE result table for this CBO 4d family.
4102,matched,410205,Supervisor de almoxarifado,3-09.20,4131,
4102,matched,410210,Supervisor de câmbio,3-02.50,4122,
4102,matched,410215,Supervisor de contas a pagar,3-01.35,4122,
4102,matched,410220,Supervisor de controle patrimonial,3-09.30,4131,
4102,matched,410225,Supervisor de crédito e cobrança,3-02.40,4122,
4102,matched,410230,Supervisor de orçamento,3-02.30,4122,
4102,matched,410235,Supervisor de tesouraria,3-02.60,4122,
4110,matched,411005,Auxiliar de escritório,3-93.10,4121,
4110,matched,411010,Assistente administrativo,3-11.25,4121,
4110,matched,411030,Auxiliar de pessoal,3-93.30,4121,
4110,matched,411035,Auxiliar de estatística,3-99.20,4122,
4110,matched,411040,Auxiliar de seguros,3-39.70,4121,
4110,matched,411045,Auxiliar de serviços de importação e exportação,3-93.80,4121,
4121,matched,412105,Datilógrafo,3-23.20,4112,
4121,matched,412110,Digitador,3-42.40,4113,
4121,matched,412115,Operador de mensagens de telecomunicações (correios),3-23.40,4111,
4122,matched,412205,Contínuo,3-99.70,4190,
4131,matched,413105,Analista de folha de pagamento,3-39.30,4121,
4131,matched,413110,Auxiliar de contabilidade,3-31.15,4121,
4132,matched,413210,Caixa de banco,3-31.40,4122,
4132,matched,413215,Compensador de banco,3-31.65,4122,
4132,matched,413225,Escriturário de banco,3-93.15,4122,
4132,matched,413230,Operador de cobrança bancária,3-39.25,4122,
4141,matched,414105,Almoxarife,3-91.15,4131,
4141,matched,414110,Armazenista,3-91.40,4131,
4141,matched,414115,Balanceiro,3-91.50,4131,
4142,matched,414205,Apontador de mão de obra,3-93.60,4132,
4142,matched,414210,Apontador de produção,3-93.70,4132,
4151,matched,415105,Arquivista de documentos,3-95.30,4141,
4151,matched,415115,Codificador de dados,3-99.30,4143,
4151,matched,415120,Fitotecário,3-95.40,4141,
4151,matched,415125,Kardexista,3-99.60,4141,
4151,matched,415130,Operador de máquina copiadora (exceto operador de gráfica rápida),3-99.50,4141,
4152,matched,415205,Carteiro,3-70.30,4142,
4153,no_result,,,,,No MTE result table for this CBO 4d family.
4201,no_result,,,,,No MTE result table for this CBO 4d family.
4211,matched,421105,Atendente comercial (agência postal),3-32.20,4211,
4211,matched,421115,Bilheteiro no serviço de diversões,3-32.30,4211,
4211,matched,421120,Emissor de passagens,3-32.40,4211,
4211,matched,421125,Operador de caixa,3-31.45,4211,
4212,matched,421205,Recebedor de apostas (loteria),3-32.60,4213,
4212,matched,421210,Recebedor de apostas (turfe),3-32.50,4213,
4213,no_result,,,,,No MTE result table for this CBO 4d family.
4221,matched,422105,"Recepcionista, em geral",3-94.10,4222,
4221,matched,422110,Recepcionista de consultório médico ou dentário,3-94.30,4222,
4221,matched,422115,Recepcionista de seguro saúde,3-94.35,4222,
4221,matched,422120,Recepcionista de hotel,3-94.20,4222,
4221,matched,422125,Recepcionista de banco,3-94.15,4222,
4222,matched,422205,Telefonista,3-80.20,4223,
4223,matched,422315,Operador de telemarketing receptivo,3-80.25,9113,
4231,no_result,,,,,No MTE result table for this CBO 4d family.
4241,matched,424125,Escriturário em estatística,0-30.30,3434,
4242,no_result,,,,,No MTE result table for this CBO 4d family.
5101,matched,510110,Administrador de edifícios,5-51.15,9141,
5101,matched,510115,Supervisor de andar,5-40.10,5121,
5101,matched,510120,Chefe de portaria de hotel,5-40.53,9152,
5101,matched,510130,Chefe de bar,5-32.45,5123,
5101,matched,510135,Maître,5-32.20,5123,
5102,no_result,,,,,No MTE result table for this CBO 4d family.
5103,no_result,,,,,No MTE result table for this CBO 4d family.
5111,matched,511105,Comissário de vôo,5-41.20,5111,
5111,matched,511110,Comissário de trem,5-41.30,5111,
5112,matched,511205,Fiscal de transportes coletivos (exceto trem),3-60.35,5112,
5112,matched,511210,Despachante de transportes coletivos (exceto trem),3-60.25,5112,
5112,matched,511215,Cobrador de transportes coletivos (exceto trem),3-60.40,5112,
5112,matched,511220,"Bilheteiro (estações de metrô, ferroviárias e assemelhadas)",3-32.35,5112,
5114,no_result,,,,,No MTE result table for this CBO 4d family.
5115,no_result,,,,,No MTE result table for this CBO 4d family.
5121,matched,512105,Empregado doméstico nos serviços gerais,5-40.20,9131,
5131,matched,513105,Mordomo de residência,5-20.30,5121,
5131,matched,513115,Governanta de hotelaria,5-20.70,5121,
5132,matched,513205,Cozinheiro geral,5-31.10,5122,
5132,matched,513210,Cozinheiro do serviço doméstico,5-31.40,5122,
5132,matched,513220,Cozinheiro de hospital,5-31.45,5122,
5132,matched,513225,Cozinheiro de embarcações,5-31.50,5122,
5133,matched,513315,Camareiro de hotel,5-40.50,5123,
5133,matched,513320,Camareiro de embarcações,5-40.60,5123,
5133,matched,513325,Guarda-roupeiro de cinema,5-40.70,5123,
5134,matched,513405,Garçom,5-32.10,5123,
5134,matched,513410,Sommelier,5-32.40,5123,
5134,matched,513420,Barman,5-32.50,5123,
5134,matched,513425,Copeiro,5-32.60,5123,
5134,matched,513430,Copeiro de hospital,5-32.65,5123,
5134,matched,513435,Atendente de lanchonete,5-32.70,5123,
5135,no_result,,,,,No MTE result table for this CBO 4d family.
5136,no_result,,,,,No MTE result table for this CBO 4d family.
5141,matched,514105,Ascensorista,5-51.50,9141,
5141,matched,514110,Garagista,5-51.35,9141,
5141,matched,514115,Sacristão,5-51.40,9141,
5141,matched,514120,Zelador de edifício,5-51.20,9141,
5142,matched,514205,Coletor de lixo domiciliar,5-52.60,9161,
5142,matched,514215,Varredor de rua,5-52.50,9162,
5142,matched,514225,Trabalhador de serviços de limpeza e conservação de áreas públicas,5-52.15,9132,
5143,matched,514305,Limpador de vidros,5-52.30,9132,
5143,matched,514315,Limpador de fachadas,9-59.75,7143,
5143,matched,514320,Faxineiro,5-52.20,9132,
5143,matched,514325,Trabalhador da manutenção de edificações,9-59.20,7143,
5151,matched,515110,Atendente de enfermagem,5-72.20,5132,
5151,matched,515120,Visitador sanitário,5-72.30,5132,
5152,matched,515205,Auxiliar de banco de sangue,5-72.40,5132,
5152,matched,515215,Auxiliar de laboratório de análises clínicas,5-72.75,5132,
5153,no_result,,,,,No MTE result table for this CBO 4d family.
5161,matched,516105,Barbeiro,5-70.30,5141,
5161,matched,516110,Cabeleireiro,5-70.20,5141,
5161,matched,516120,Manicure/pedicure,5-70.50,5141,
5161,matched,516125,Maquiador,5-70.65,5141,
5161,matched,516130,Maquiador de caracterização,5-70.60,5141,
5162,matched,516205,Babá,5-40.35,5131,
5162,matched,516215,Mãe social,5-40.45,5131,
5163,matched,516305,"Lavadeiro, em geral",5-60.10,8264,
5163,matched,516310,Lavador de roupas à máquina,5-60.20,8264,
5163,matched,516315,Lavador de artefatos de tapeçaria,5-60.25,8264,
5163,matched,516320,"Limpador a seco, à máquina",5-60.30,8264,
5163,matched,516325,Passador de roupas em geral,5-60.60,8264,
5163,matched,516330,Tingidor de roupas,5-60.80,8264,
5164,matched,516410,"Limpador de roupas a seco, à mão",5-60.40,9133,
5164,matched,516415,"Passador de roupas, à mão",5-60.70,9133,
5165,matched,516505,Agente funerário,5-92.20,5143,
5166,matched,516610,Sepultador,9-91.30,9312,
5167,matched,516705,Astrólogo,1-99.60,5151,
5168,no_result,,,,,No MTE result table for this CBO 4d family.
5169,no_result,,,,,No MTE result table for this CBO 4d family.
5171,matched,517105,Bombeiro de aeródromo,5-81.40,5161,
5171,matched,517110,Bombeiro civil,5-81.10,5161,
5171,matched,517115,Salva-vidas,5-89.50,5169,
5172,matched,517205,Agente de polícia federal,5-82.20,5162,
5172,matched,517210,Policial rodoviário federal,5-84.30,5162,
5172,matched,517220,Agente de trânsito,5-84.20,5162,
5172,matched,517230,Policial penal,5-89.30,5163,
5173,matched,517305,Vigilante aeroportuário,5-83.40,5169,
5173,matched,517320,Vigilante florestal,6-59.30,5169,
5173,matched,517330,Vigilante patrimonial,5-83.20,5169,
5174,matched,517405,Porteiro (hotel),5-40.55,9152,
5174,matched,517410,Porteiro de edifícios,5-51.25,9152,
5174,matched,517415,Agente de portaria,5-99.55,9152,
5174,matched,517420,Vigia,5-83.30,9152,
5191,matched,519110,Motofretista,9-85.70,8321,
5192,no_result,,,,,No MTE result table for this CBO 4d family.
5193,no_result,,,,,No MTE result table for this CBO 4d family.
5198,no_result,,,,,No MTE result table for this CBO 4d family.
5199,matched,519905,Cartazeiro,5-99.45,9120,
5199,matched,519915,Engraxate,5-99.35,9120,
5199,matched,519925,Guardador de veículos,5-99.15,9152,
5199,matched,519935,Lavador de veículos,5-99.25,9142,
5199,matched,519940,Leiturista,3-99.35,9153,
5199,matched,519945,Recepcionista de casas de espetáculos,5-99.65,4222,
5201,no_result,,,,,No MTE result table for this CBO 4d family.
5211,matched,521105,Vendedor em comércio atacadista,4-51.20,5220,
5211,matched,521110,Vendedor de comércio varejista,4-51.30,5220,
5211,matched,521115,Promotor de vendas,4-21.40,5220,
5211,matched,521120,Demonstrador de mercadorias,4-53.20,5220,
5211,matched,521130,Atendente de farmácia - balconista,4-51.70,5220,
5211,matched,521135,Frentista,4-51.60,5220,
5231,matched,523115,Chaveiro,8-49.83,7233,
5241,matched,524105,Vendedor em domicílio,4-52.30,9113,
5242,matched,524205,Feirante,4-90.40,9111,
5242,matched,524210,Jornaleiro (em banca de jornal),4-52.40,9112,
5243,matched,524305,Vendedor ambulante,4-52.20,9112,
5243,matched,524310,Pipoqueiro ambulante,4-52.50,9111,
6110,matched,611005,"Produtor agropecuário, em geral",6-11.10,6130,
6120,matched,612005,Produtor agrícola polivalente,6-11.20,6114,
6121,no_result,,,,,No MTE result table for this CBO 4d family.
6122,matched,612215,Produtor de juta,6-32.40,6111,
6123,no_result,,,,,No MTE result table for this CBO 4d family.
6124,no_result,,,,,No MTE result table for this CBO 4d family.
6125,matched,612505,Produtor de árvores frutíferas,6-12.75,6112,
6126,no_result,,,,,No MTE result table for this CBO 4d family.
6127,no_result,,,,,No MTE result table for this CBO 4d family.
6128,no_result,,,,,No MTE result table for this CBO 4d family.
6130,matched,613005,Criador em pecuária polivalente,6-11.30,6121,
6130,matched,613010,Criador de animais domésticos,6-12.25,6121,
6131,matched,613115,Criador de bovinos (leite),6-12.50,6121,
6132,no_result,,,,,No MTE result table for this CBO 4d family.
6133,matched,613305,Avicultor,6-12.60,6122,
6134,no_result,,,,,No MTE result table for this CBO 4d family.
6201,matched,620105,Supervisor de exploração agrícola,6-01.20,6130,
6201,matched,620110,Supervisor de exploração agropecuária,6-01.10,6130,
6201,matched,620115,Supervisor de exploração pecuária,6-01.30,6130,
6210,matched,621005,Trabalhador agropecuário em geral,6-21.05,6130,
6220,matched,622010,Jardineiro,6-39.40,6113,
6220,matched,622020,Trabalhador volante da agricultura,6-39.50,6114,
6221,matched,622105,Trabalhador da cultura de arroz,6-31.30,6111,
6221,matched,622110,Trabalhador da cultura de cana-de-açúcar,6-31.50,6111,
6222,matched,622205,Trabalhador da cultura de algodão,6-32.20,6111,
6222,matched,622210,Trabalhador da cultura de sisal,6-32.30,6111,
6222,matched,622215,Trabalhador da cultura do rami,6-32.50,6111,
6223,no_result,,,,,No MTE result table for this CBO 4d family.
6224,no_result,,,,,No MTE result table for this CBO 4d family.
