cbo_4d,source_cbo_title,source_cbo_2d_title,source_cbo_3d_title,mte_match_status,target_isco08_codes,target_isco08_titles,target_isco08_2d_codes,target_isco08_2d_titles,candidate_scores_mte_4d,candidate_scores_mte_2d,exposure_score_mte_4d,exposure_score_mte_2d,exposure_score_2d,exposure_score_4d,current_alta_exp,current_alta_exp_4d,stage2_panel_rows,stage2_admissoes,stage3_exposure_score_2d,stage3_exposure_score_4d,stage3_current_alta_exp,stage3_current_alta_exp_4d,stage3_panel_rows,stage3_admissoes,target_isco08_code_list,scored_target_isco08_code_list,missing_score_target_isco08_code_list,target_isco08_2d_code_list,n_target_isco08_4d,n_scored_target_isco08_4d,n_missing_score_target_isco08_4d,n_target_isco08_2d,target_scores_list,target_sds_list,target_score_sd_pairs_list,target_gradient_labels_list,target_gradient_numbers_list,target_isco08_titles_from_ilo,target_scores,target_sds,target_gradients,min_target_score,max_target_score,mean_target_score,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,cbo_ilo_gradient_number,trat_alta_expo,trat_media_expo,trat_expostos,treatment_rule_source,has_missing_target_score,mte2d_valid,mte2d_top20_treatment,baseline_mte2d_top20_treatment,role__baseline_mte2d_top20_vs_rest,treated__baseline_mte2d_top20_vs_rest,included__baseline_mte2d_top20_vs_rest,role__trat_alta_expo,treated__trat_alta_expo,included__trat_alta_expo,role__trat_media_expo,treated__trat_media_expo,included__trat_media_expo,role__trat_expostos,treated__trat_expostos,included__trat_expostos
8622,"Operadores de instalações de captação, tratamento e distribuição de água","OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",OPERADORES DE UTILIDADES,matched_official_mte,3132,Incinerator and Water Treatment Plant Operators,31,Science and Engineering Associate Professionals,0.270000,0.292400,0.27,0.2924,0.2924,0.27,0.0,0.0,54,14915,0.2924,0.27,0.0,0.0,2978,12016,3132,3132,,31,1,1,0,1,0.27,[0.09],"[(0.27, 0.09)]",Not Exposed,0,Incinerator and Water Treatment Plant Operators,"0,270000","0,090000",Not Exposed,0.27,0.27,0.27,0.27,0.09,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
8213,Operadores de equipamentos de laminação,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- PRIMEIRA FUSÃO,matched_official_mte,"3135, 8121",Metal Production Process Controllers; Metal Processing Plant Operators,"31, 81",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators,"0.310000, 0.260000","0.292400, 0.190400",0.285,0.2414,0.2414,0.28500000000000003,0.0,0.0,54,14627,0.2414,0.28500000000000003,0.0,0.0,6049,11240,3135; 8121,3135; 8121,,31; 81,2,2,0,2,0.31; 0.26,"[0.13, 0.1]","[(0.31, 0.13), (0.26, 0.1)]",Minimal Exposure; Not Exposed,0; 0,Metal Processing Plant Operators; Metal Production Process Controllers,"0,260000; 0,310000","0,100000; 0,130000",Minimal Exposure; Not Exposed,0.26,0.31,0.28500000000000003,0.28500000000000003,0.11863810517704672,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
3122,Técnicos em construção civil (obras de infraestrutura),"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",matched_official_mte,3112,Civil Engineering Technicians,31,Science and Engineering Associate Professionals,0.280000,0.292400,0.28,0.2924,0.2924,0.28,0.0,0.0,54,14373,0.2924,0.28,0.0,0.0,4576,12415,3112,3112,,31,1,1,0,1,0.28,[0.07],"[(0.28, 0.07)]",Not Exposed,0,Civil Engineering Technicians,"0,280000","0,070000",Not Exposed,0.28,0.28,0.28,0.28,0.07,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3511,Técnicos em contabilidade,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,matched_official_mte,"3313, 3341, 3342, 3343, 3344",Accounting Associate Professionals; Office Supervisors; Legal Secretaries; Administrative and Executive Secretaries; Medical Secretaries,33,Business and Administration Associate Professionals,"0.490000, 0.430000, 0.550000, 0.540000, 0.530000",0.464583,0.508,0.464583,0.4645833333333333,0.508,1.0,1.0,54,14329,0.4645833333333333,0.508,1.0,1.0,6495,12488,3313; 3341; 3342; 3343; 3344,3313; 3341; 3342; 3343; 3344,,33,5,5,0,1,0.49; 0.43; 0.55; 0.54; 0.53,"[0.13, 0.11, 0.13, 0.14, 0.11]","[(0.49, 0.13), (0.43, 0.11), (0.55, 0.13), (0.54, 0.14), (0.53, 0.11)]",Exposed: Gradient 2; Exposed: Gradient 2; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 3,2; 2; 3; 3; 3,Accounting Associate Professionals; Administrative and Executive Secretaries; Legal Secretaries; Medical Secretaries; Office Supervisors,"0,430000; 0,490000; 0,530000; 0,540000; 0,550000","0,110000; 0,130000; 0,140000",Exposed: Gradient 2; Exposed: Gradient 3,0.43,0.55,0.508,0.508,0.13212115651930997,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
2141,Arquitetos e urbanistas,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA","ENGENHEIROS, ARQUITETOS E AFINS",matched_official_mte,"2161, 2162, 2164",Building Architects; Landscape Architects; Town and Traffic Planners,21,Science and Engineering Professionals,"0.370000, 0.370000, 0.410000",0.385417,0.383333,0.385417,0.3854166666666667,0.3833333333333333,1.0,1.0,54,14262,0.3854166666666667,0.3833333333333333,1.0,1.0,5184,12511,2161; 2162; 2164,2161; 2162; 2164,,21,3,3,0,1,0.37; 0.37; 0.41,"[0.08, 0.08, 0.06]","[(0.37, 0.08), (0.37, 0.08), (0.41, 0.06)]",Minimal Exposure; Minimal Exposure; Minimal Exposure,0; 0; 0,Building Architects; Landscape Architects; Town and Traffic Planners,"0,370000; 0,410000","0,060000; 0,080000",Minimal Exposure,0.37,0.41,0.3833333333333333,0.3833333333333333,0.07630348761506398,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,excluded,0,0,excluded,0,0,excluded,0,0
2617,"Locutores, comentaristas e repórteres de mídias audiovisuais","COMUNICADORES, ARTISTAS E RELIGIOSOS",PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,matched_official_mte,"2642, 2656, 2431, 2432, 2641","Journalists; Announcers on Radio, Television and Other Media; Advertising and Marketing Professionals; Public Relations Professionals; Authors and Related Writers","26, 24","Legal, Social and Cultural Professionals; Business and Administration Professionals","0.540000, 0.470000, 0.550000, 0.430000, 0.550000","0.382857, 0.493636",0.508,0.438247,0.4382467532467532,0.508,1.0,1.0,54,14158,0.4382467532467532,0.508,1.0,1.0,8037,10511,2431; 2432; 2641; 2642; 2656,2431; 2432; 2641; 2642; 2656,,24; 26,5,5,0,2,0.55; 0.43; 0.55; 0.54; 0.4699999999999999,"[0.09, 0.09, 0.09, 0.1, 0.12]","[(0.55, 0.09), (0.43, 0.09), (0.55, 0.09), (0.54, 0.1), (0.4699999999999999, 0.12)]",Exposed: Gradient 3; Exposed: Gradient 2; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 2,3; 2; 3; 3; 2,"Advertising and Marketing Professionals; Announcers on Radio, Television and Other Media; Authors and Related Writers; Journalists; Public Relations Professionals","0,430000; 0,470000; 0,540000; 0,550000","0,090000; 0,100000; 0,120000",Exposed: Gradient 2; Exposed: Gradient 3,0.43,0.55,0.508,0.508,0.11025425161870178,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
8601,Supervisores da produção de utilidades,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",SUPERVISORES DA PRODUÇÃO DE UTILIDADES,matched_official_mte,"7421, 7422, 3132, 3131",Electronics Mechanics and Servicers; Information and Communications Technology Installers and Servicers; Incinerator and Water Treatment Plant Operators; Power Production Plant Operators,"74, 31",Electrical and Electronics Trades Workers; Science and Engineering Associate Professionals,"0.250000, 0.240000, 0.270000, 0.280000","0.200000, 0.292400",0.26,0.2462,0.2462,0.26,0.0,0.0,54,14147,0.2462,0.26,0.0,0.0,6655,11074,3131; 3132; 7421; 7422,3131; 3132; 7421; 7422,,31; 74,4,4,0,2,0.28; 0.27; 0.25; 0.24,"[0.11, 0.09, 0.13, 0.14]","[(0.28, 0.11), (0.27, 0.09), (0.25, 0.13), (0.24, 0.14)]",Not Exposed; Not Exposed; Not Exposed; Not Exposed,0; 0; 0; 0,Electronics Mechanics and Servicers; Incinerator and Water Treatment Plant Operators; Information and Communications Technology Installers and Servicers; Power Production Plant Operators,"0,240000; 0,250000; 0,270000; 0,280000","0,090000; 0,110000; 0,130000; 0,140000",Not Exposed,0.24,0.28,0.26,0.26,0.12010412149464314,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7601,Supervisores da indústria têxtil,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS","SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",matched_official_mte,"3122, 8159","Manufacturing Supervisors; Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified","31, 81",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators,"0.350000, 0.160000","0.292400, 0.190400",0.255,0.2414,0.2414,0.25499999999999995,0.0,0.0,54,13619,0.2414,0.25499999999999995,0.0,0.0,5636,10286,3122; 8159,3122; 8159,,31; 81,2,2,0,2,0.3499999999999999; 0.16,"[0.13, 0.01]","[(0.3499999999999999, 0.13), (0.16, 0.01)]",Minimal Exposure; Not Exposed,0; 0,"Manufacturing Supervisors; Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified","0,160000; 0,350000","0,010000; 0,130000",Minimal Exposure; Not Exposed,0.16,0.3499999999999999,0.25499999999999995,0.25499999999999995,0.13238202294873724,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3143,Técnicos em mecânica veicular,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",TÉCNICOS EM METALMECÂNICA,matched_official_mte,3115,Mechanical Engineering Technicians,31,Science and Engineering Associate Professionals,0.260000,0.292400,0.26,0.2924,0.2924,0.26,0.0,0.0,54,13061,0.2924,0.26,0.0,0.0,4161,11661,3115,3115,,31,1,1,0,1,0.26,[0.08],"[(0.26, 0.08)]",Not Exposed,0,Mechanical Engineering Technicians,"0,260000","0,080000",Not Exposed,0.26,0.26,0.26,0.26,0.08,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
6313,Criadores de animais aquáticos,PESCADORES E EXTRATIVISTAS FLORESTAIS,PESCADORES E CAÇADORES,matched_official_mte,6221,Aquaculture Workers,62,"Market-Oriented Skilled Forestry, Fishery and Hunting Workers",0.220000,0.156000,0.22,0.156,0.15599999999999997,0.22,0.0,0.0,54,12519,0.15599999999999997,0.22,0.0,0.0,1719,2515,6221,6221,,62,1,1,0,1,0.22,[0.15],"[(0.22, 0.15)]",Not Exposed,0,Aquaculture Workers,"0,220000","0,150000",Not Exposed,0.22,0.22,0.22,0.22,0.15,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
5164,"Lavadores e passadores de roupa, a mão",TRABALHADORES DOS SERVIÇOS,TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS,matched_official_mte,9121,Hand Launderers and Pressers,91,Cleaners and Helpers,0.140000,0.116667,0.14,0.116667,0.11666666666666665,0.14,0.0,0.0,54,12064,0.11666666666666665,0.14,0.0,0.0,4920,6895,9121,9121,,91,1,1,0,1,0.14,[0.03],"[(0.14, 0.03)]",Not Exposed,0,Hand Launderers and Pressers,"0,140000","0,030000",Not Exposed,0.14,0.14,0.14,0.14,0.03,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
2621,Produtores artísticos e culturais,"COMUNICADORES, ARTISTAS E RELIGIOSOS",PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,matched_official_mte,"2654, 2655","Film, Stage and Related Directors and Producers; Actors",26,"Legal, Social and Cultural Professionals","0.370000, 0.310000",0.382857,0.34,0.382857,0.3828571428571429,0.33999999999999997,1.0,0.0,54,11807,0.3828571428571429,0.33999999999999997,1.0,0.0,3324,10657,2654; 2655,2654; 2655,,26,2,2,0,1,0.37; 0.31,"[0.07, 0.15]","[(0.37, 0.07), (0.31, 0.15)]",Minimal Exposure; Minimal Exposure,0; 0,"Actors; Film, Stage and Related Directors and Producers","0,310000; 0,370000","0,070000; 0,150000",Minimal Exposure,0.31,0.37,0.33999999999999997,0.33999999999999997,0.12083045973594572,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,True,treated,1,1,excluded,0,0,excluded,0,0,excluded,0,0
8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,"TRABALHADORES DE INSTALAÇÕES E EQUIPAMENTOS DE MATERIAL DE CONSTRUÇÃO, CERÂMICA E VIDRO",matched_official_mte,8181,Glass and Ceramics Plant Operators,81,Stationary Plant and Machine Operators,0.170000,0.190400,0.17,0.1904,0.19039999999999999,0.1699999999999999,0.0,0.0,54,11658,0.19039999999999999,0.1699999999999999,0.0,0.0,5137,9363,8181,8181,,81,1,1,0,1,0.1699999999999999,[0.06],"[(0.1699999999999999, 0.06)]",Not Exposed,0,Glass and Ceramics Plant Operators,"0,170000","0,060000",Not Exposed,0.1699999999999999,0.1699999999999999,0.1699999999999999,0.1699999999999999,0.06,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7734,Operadores de máquina de usinar madeira (produção em série),TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,matched_official_mte,"3122, 7521, 7523",Manufacturing Supervisors; Wood Treaters; Woodworking Machine Tool Setters and Operators,"31, 75","Science and Engineering Associate Professionals; Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","0.350000, 0.220000, 0.220000","0.292400, 0.174000",0.263333,0.2332,0.23320000000000002,0.2633333333333333,0.0,0.0,54,11346,0.23320000000000002,0.2633333333333333,0.0,0.0,3574,6566,3122; 7521; 7523,3122; 7521; 7523,,31; 75,3,3,0,2,0.3499999999999999; 0.22; 0.22,"[0.13, 0.15, 0.16]","[(0.3499999999999999, 0.13), (0.22, 0.15), (0.22, 0.16)]",Minimal Exposure; Not Exposed; Not Exposed,0; 0; 0,Manufacturing Supervisors; Wood Treaters; Woodworking Machine Tool Setters and Operators,"0,220000; 0,350000","0,130000; 0,150000; 0,160000",Minimal Exposure; Not Exposed,0.22,0.3499999999999999,0.2633333333333333,0.2633333333333333,0.1594434765746853,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7254,Mecânicos montadores de motores e turboalimentadores,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,matched_official_mte,"3122, 8211",Manufacturing Supervisors; Mechanical Machinery Assemblers,"31, 82",Science and Engineering Associate Professionals; Assemblers,"0.350000, 0.270000","0.292400, 0.290000",0.31,0.2912,0.2912,0.30999999999999994,0.0,0.0,54,11226,0.2912,0.30999999999999994,0.0,0.0,4159,7113,3122; 8211,3122; 8211,,31; 82,2,2,0,2,0.3499999999999999; 0.27,"[0.13, 0.17]","[(0.3499999999999999, 0.13), (0.27, 0.17)]",Minimal Exposure; Minimal Exposure,0; 0,Manufacturing Supervisors; Mechanical Machinery Assemblers,"0,270000; 0,350000","0,130000; 0,170000",Minimal Exposure,0.27,0.3499999999999999,0.30999999999999994,0.30999999999999994,0.15652475842498528,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7301,Supervisores de montagens e instalações eletroeletrônicas,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,SUPERVISORES DE MONTAGENS E INSTALAÇÕES ELETROELETRÔNICAS,matched_official_mte,7412,Electrical Mechanics and Fitters,74,Electrical and Electronics Trades Workers,0.170000,0.200000,0.17,0.2,0.2,0.17,0.0,0.0,54,11112,0.2,0.17,0.0,0.0,6200,8851,7412,7412,,74,1,1,0,1,0.17,[0.05],"[(0.17, 0.05)]",Not Exposed,0,Electrical Mechanics and Fitters,"0,170000","0,050000",Not Exposed,0.17,0.17,0.17,0.17,0.05,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7522,Trabalhadores da transformação de vidros planos,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS","VIDREIROS, CERAMISTAS E AFINS",matched_official_mte,"7315, 7549, 7316","Glass Makers, Cutters, Grinders and Finishers; Craft and Related Workers not Elsewhere Classified; Sign Writers, Decorative Painters, Engravers and Etchers","73, 75","Handicraft and Printing Workers; Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","0.190000, 0.140000, 0.180000","0.200000, 0.174000",0.17,0.187,0.187,0.17,0.0,0.0,54,10906,0.187,0.17,0.0,0.0,5841,9068,7315; 7316; 7549,7315; 7316; 7549,,73; 75,3,3,0,2,0.19; 0.18; 0.14,"[0.06, 0.08, 0.01]","[(0.19, 0.06), (0.18, 0.08), (0.14, 0.01)]",Not Exposed; Not Exposed; Not Exposed,0; 0; 0,"Craft and Related Workers not Elsewhere Classified; Glass Makers, Cutters, Grinders and Finishers; Sign Writers, Decorative Painters, Engravers and Etchers","0,140000; 0,180000; 0,190000","0,010000; 0,060000; 0,080000",Not Exposed,0.14,0.19,0.17,0.17,0.061913918736689035,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7701,"Supervisores em indústria de madeira, mobiliário e da carpintaria veicular",TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,"SUPERVISORES EM INDÚSTRIA DE MADEIRA, MOBILIÁRIO E DA CARPINTARIA VEICULAR",matched_official_mte,7522,Cabinet-makers and Related Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",0.160000,0.174000,0.16,0.174,0.17400000000000002,0.16,0.0,0.0,54,10843,0.17400000000000002,0.16,0.0,0.0,6232,7157,7522,7522,,75,1,1,0,1,0.16,[0.06],"[(0.16, 0.06)]",Not Exposed,0,Cabinet-makers and Related Workers,"0,160000","0,060000",Not Exposed,0.16,0.16,0.16,0.16,0.06,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3181,Desenhistas técnicos da construção civil e arquitetura,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",DESENHISTAS TÉCNICOS E MODELISTAS,matched_official_mte,3118,Draughtspersons,31,Science and Engineering Associate Professionals,0.350000,0.292400,0.35,0.2924,0.2924,0.35,0.0,0.0,54,10836,0.2924,0.35,0.0,0.0,5196,8677,3118,3118,,31,1,1,0,1,0.35,[0.11],"[(0.35, 0.11)]",Minimal Exposure,0,Draughtspersons,"0,350000","0,110000",Minimal Exposure,0.35,0.35,0.35,0.35,0.11,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
5111,Trabalhadores de segurança e atendimento aos usuários nos transportes,TRABALHADORES DOS SERVIÇOS,TRABALHADORES DOS SERVIÇOS DE TRANSPORTE E TURISMO,matched_official_mte,"4221, 5111",Travel Consultants and Clerks; Travel Attendants and Travel Stewards,"42, 51",Customer Services Clerks; Personal Service Workers,"0.560000, 0.220000","0.520000, 0.222941",0.39,0.371471,0.37147058823529416,0.39,0.0,1.0,54,10595,0.37147058823529416,0.39,0.0,1.0,2143,9276,4221; 5111,4221; 5111,,42; 51,2,2,0,2,0.56; 0.22,"[0.07, 0.1]","[(0.56, 0.07), (0.22, 0.1)]",Exposed: Gradient 3; Not Exposed,3; 0,Travel Attendants and Travel Stewards; Travel Consultants and Clerks,"0,220000; 0,560000","0,070000; 0,100000",Exposed: Gradient 3; Not Exposed,0.22,0.56,0.39,0.39,0.1906567596493762,Exposed: Gradient 1,1,False,True,True,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,treated,1,1,treated,1,1
2614,"Filólogos,tradutores ,intérpretes e afins","COMUNICADORES, ARTISTAS E RELIGIOSOS",PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,matched_official_mte,2643,"Translators, Interpreters and Other Linguists",26,"Legal, Social and Cultural Professionals",0.590000,0.382857,0.59,0.382857,0.3828571428571429,0.59,1.0,1.0,54,10422,0.3828571428571429,0.59,1.0,1.0,3200,9308,2643,2643,,26,1,1,0,1,0.59,[0.11],"[(0.59, 0.11)]",Exposed: Gradient 3,3,"Translators, Interpreters and Other Linguists","0,590000","0,110000",Exposed: Gradient 3,0.59,0.59,0.59,0.59,0.11,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,False,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
8625,Operadores de instalações de refrigeração e ar-condicionado,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",OPERADORES DE UTILIDADES,matched_official_mte,3132,Incinerator and Water Treatment Plant Operators,31,Science and Engineering Associate Professionals,0.270000,0.292400,0.27,0.2924,0.2924,0.27,0.0,0.0,54,10414,0.2924,0.27,0.0,0.0,5383,7966,3132,3132,,31,1,1,0,1,0.27,[0.09],"[(0.27, 0.09)]",Not Exposed,0,Incinerator and Water Treatment Plant Operators,"0,270000","0,090000",Not Exposed,0.27,0.27,0.27,0.27,0.09,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
6320,Trabalhadores florestais polivalentes,PESCADORES E EXTRATIVISTAS FLORESTAIS,EXTRATIVISTAS FLORESTAIS,matched_official_mte,6210,Forestry and Related Workers,62,"Market-Oriented Skilled Forestry, Fishery and Hunting Workers",0.120000,0.156000,0.12,0.156,0.15599999999999997,0.12,0.0,0.0,54,10254,0.15599999999999997,0.12,0.0,0.0,1842,5059,6210,6210,,62,1,1,0,1,0.12,[0.05],"[(0.12, 0.05)]",Not Exposed,0,Forestry and Related Workers,"0,120000","0,050000",Not Exposed,0.12,0.12,0.12,0.12,0.05,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
2252,Médicos em especialidades cirúrgicas,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",PROFISSIONAIS DA MEDICINA,matched_official_mte,"2211, 2212",Generalist Medical Practitioners; Specialist Medical Practitioners,22,Health Professionals,"0.290000, 0.270000",0.262000,0.28,0.262,0.2620000000000001,0.28,0.0,0.0,54,10206,0.2620000000000001,0.28,0.0,0.0,2604,9181,2211; 2212,2211; 2212,,22,2,2,0,1,0.29; 0.27,"[0.1, 0.12]","[(0.29, 0.1), (0.27, 0.12)]",Not Exposed; Not Exposed,0; 0,Generalist Medical Practitioners; Specialist Medical Practitioners,"0,270000; 0,290000","0,100000; 0,120000",Not Exposed,0.27,0.29,0.28,0.28,0.11090536506409417,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3412,"Técnicos marítimos, fluviários e pescadores de convés",TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",matched_official_mte,3152,Ships' Deck Officers and Pilots,31,Science and Engineering Associate Professionals,0.290000,0.292400,0.29,0.2924,0.2924,0.29,0.0,0.0,54,10035,0.2924,0.29,0.0,0.0,2441,7576,3152,3152,,31,1,1,0,1,0.29,[0.11],"[(0.29, 0.11)]",Not Exposed,0,Ships' Deck Officers and Pilots,"0,290000","0,110000",Not Exposed,0.29,0.29,0.29,0.29,0.11,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
9141,Mecânicos de manutenção aeronáutica,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,MECÂNICOS DE MANUTENÇÃO VEICULAR,matched_official_mte,"7232, 7127, 7233",Aircraft Engine Mechanics and Repairers; Air Conditioning and Refrigeration Mechanics; Agricultural and Industrial Machinery Mechanics and Repairers,"72, 71","Metal, Machinery and Related Trades Workers; Building and Related Trades Workers (excluding Electricians)","0.190000, 0.210000, 0.170000","0.161538, 0.125000",0.19,0.143269,0.14326923076923076,0.19000000000000003,0.0,0.0,54,9542,0.14326923076923076,0.19000000000000003,0.0,0.0,3458,8105,7127; 7232; 7233,7127; 7232; 7233,,71; 72,3,3,0,2,0.21; 0.19; 0.17,"[0.11, 0.07, 0.04]","[(0.21, 0.11), (0.19, 0.07), (0.17, 0.04)]",Not Exposed; Not Exposed; Not Exposed,0; 0; 0,Agricultural and Industrial Machinery Mechanics and Repairers; Air Conditioning and Refrigeration Mechanics; Aircraft Engine Mechanics and Repairers,"0,170000; 0,190000; 0,210000","0,040000; 0,070000; 0,110000",Not Exposed,0.17,0.21,0.19000000000000003,0.19000000000000003,0.0804155872120988,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
