dimension,dimension_kind,group_id,group_label,outcome,estimator,coefficient,standard_error,nominal_p_value,n_obs,minimum_clusters,group_pretrend_status,group_pretrend_joint_p_value,ddd_pretrend_status,group_mde_80_power,result_status,error,source_diagnostic_family,ci_low,ci_high,cluster_df,support_status,target_treated_cbo_with_flows,target_control_cbo_with_flows,bh_adjusted_p_value,nominal_significant_005,bh_significant_005,family_id,family_size,multiplicity_method,multiplicity_scope,interpretation,is_causal_effect
age_canaries,micro,age_41_49,Age 41-49,ln_salario_real_adm,ols,-0.0454624943296302,0.0136207683449489,0.0009384570133919,15646,340,warning,0.1849472538348389,warning,0.0382698543526879,estimated,,A,-0.072254361250389,-0.0186706274088713,339.0,adequate,75,266,0.0046922850669595,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_41_49,Age 41-49,asinh_saldo,ols,-0.4563481394945126,0.2541342687693238,0.0734305347014931,15935,341,fail,1.3104678269570178e-06,fail,0.7140271854626833,estimated,,A,-0.956221538021602,0.0435252590325768,340.0,adequate,75,266,0.162274261228444,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_50_plus,Age 50+,admissoes,ppml,-0.0296061301892429,0.0592220858126535,0.6174568693955707,15935,341,fail,1.4725145322256526e-18,fail,0.1663930624343364,estimated,,A,-0.1460939436840258,0.08688168330554,340.0,adequate,75,266,0.6919775260467602,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_50_plus,Age 50+,desligamentos,ppml,-0.0631095965410156,0.0353702441998758,0.0752735915797095,15935,341,fail,1.4415484010031867e-25,fail,0.0993778447805055,estimated,,A,-0.1326816548885405,0.0064624618065093,340.0,adequate,75,266,0.1630927817560372,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_50_plus,Age 50+,n_movimentacoes,ppml,-0.0460708061358524,0.045023109993995,0.3069076133895683,15935,341,fail,1.473775821414788e-16,fail,0.1264989749925043,estimated,,A,-0.1346297207361721,0.0424881084644673,340.0,adequate,75,266,0.4156040597983737,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_50_plus,Age 50+,ln_salario_real_adm,ols,-0.0370457094692212,0.0108699159927596,0.0007331907787671,15318,339,fail,0.2284063130062928,fail,0.0305411298295458,estimated,,A,-0.0584269136933182,-0.0156645052451241,338.0,adequate,75,266,0.0039714500516551,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_canaries,micro,age_50_plus,Age 50+,asinh_saldo,ols,0.3816693109790686,0.1724796312628436,0.0275727266622078,15935,341,fail,8.145720904240466e-10,fail,0.4846066068013711,estimated,,A,0.0424077864567051,0.7209308355014321,340.0,adequate,75,266,0.078678049731953,True,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_18_24,Age 18-24,admissoes,ppml,-0.0379758436745453,0.0359696855775695,0.2918212844304935,15935,341,fail,9.501223333956794e-52,fail,0.1010620625046135,estimated,,B,-0.108726982671589,0.0327752953224984,340.0,adequate,75,266,0.3993343892206753,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_18_24,Age 18-24,desligamentos,ppml,-0.0170308610987383,0.044337146382811,0.7011290549429887,15926,340,fail,5.1119858677577494e-24,fail,0.1245727180370996,estimated,,B,-0.1042414277460291,0.0701797055485525,339.0,adequate,75,266,0.7532791499387482,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_18_24,Age 18-24,n_movimentacoes,ppml,-0.0283808418813417,0.0378559964887628,0.4539506266705113,15935,341,fail,8.412993689971741e-63,fail,0.1063619273254789,estimated,,B,-0.1028422898045413,0.0460806060418579,340.0,adequate,75,266,0.5687527039860766,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
