outcome,outcome_label,t,is_reference,is_pre,n_obs,n_cbo,coef,se,p_value,ci_low,ci_high,coefficient_status
saldo_per_pre_adm,Saldo líquido / admissões pré,6,False,False,18299,340,-0.18848836686121664,0.06306203789349069,0.003003930756167117,-0.3120899611324584,-0.0648867725899749,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,7,False,False,18299,340,-0.2088818892293828,0.06003543951252002,0.0005683186890945713,-0.32655135067392205,-0.09121242778484356,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,8,False,False,18299,340,-0.11930450781213117,0.062390864040565396,0.05669172920255794,-0.24159060133163934,0.002981585707376999,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,9,False,False,18299,340,-0.14098092333131212,0.057485787971712186,0.01469228362318642,-0.253653067755868,-0.028308778906756246,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,10,False,False,18299,340,-0.12903870171501589,0.05035484844366094,0.010820937576053957,-0.22773420466459132,-0.030343198765440435,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,11,False,False,18299,340,-0.012079308002959543,0.05227023366081676,0.8173816245906984,-0.1145289659781604,0.0903703499722413,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,12,False,False,18299,340,0.10763228399303801,0.07185705526317597,0.13509844274584526,-0.033207544322786886,0.2484721123088629,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,13,False,False,18299,340,-0.15510523286522016,0.056838901871086374,0.006686857817123526,-0.2665094805325494,-0.04370098519789087,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,14,False,False,18299,340,-0.21695469696738393,0.06225446279172624,0.0005568487863099048,-0.33897344403916735,-0.0949359498956005,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,15,False,False,18299,340,-0.12450244060582319,0.06377660969402921,0.0517415783066113,-0.24950459560612043,0.000499714394474049,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,16,False,False,18299,340,-0.08816436777604196,0.061744190615057634,0.15424196753987207,-0.20918298138155492,0.032854245829470996,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,17,False,False,18299,340,-0.11017216914220253,0.06862797247595485,0.1093470975488855,-0.24468299519507403,0.024338656910668985,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,18,False,False,18299,340,-0.1645496506525316,0.057065409335666804,0.004183698338094732,-0.2763978529504385,-0.052701448354624675,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,19,False,False,18299,340,-0.17789773405587686,0.06614695900973956,0.007511333871808912,-0.3075457737149664,-0.048249694396787335,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,20,False,False,18299,340,-0.1173551933659361,0.0630540601436229,0.06358366527702586,-0.24094115124743698,0.006230764515564785,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,21,False,False,18299,340,-0.14623274040767334,0.06237259426308171,0.019629107989235894,-0.26848302516331346,-0.02398245565203319,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,22,False,False,18299,340,-0.06356449670078008,0.06752861484956987,0.3472228426066728,-0.19592058180593702,0.06879158840437687,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,23,False,False,18299,340,-0.016501003528979572,0.05281731073857566,0.7549160368543419,-0.12002293257658786,0.08702092551862872,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,24,False,False,18299,340,-0.13420658812961725,0.05354376610505246,0.012661540314520492,-0.23915236969552006,-0.029260806563714437,estimated
