outcome,row_position,column_position,row_event_time,column_event_time,covariance
asinh_saldo,5,15,-18,-8,0.370387794283335
asinh_saldo,5,16,-18,-7,0.410454891856737
asinh_saldo,5,17,-18,-6,0.418743603596092
asinh_saldo,5,18,-18,-5,0.397856348890281
asinh_saldo,5,19,-18,-4,0.44445672786837
asinh_saldo,5,20,-18,-3,0.419385657470273
asinh_saldo,5,21,-18,-2,0.289183949892735
asinh_saldo,5,22,-18,0,0.274192376382887
asinh_saldo,5,23,-18,1,0.366879034130335
asinh_saldo,5,24,-18,2,0.354442626389282
asinh_saldo,5,25,-18,3,0.408968076490431
asinh_saldo,5,26,-18,4,0.347622224148406
asinh_saldo,5,27,-18,5,0.381126069025115
asinh_saldo,5,28,-18,6,0.477526997830557
asinh_saldo,5,29,-18,7,0.411615792053031
asinh_saldo,5,30,-18,8,0.426643986969259
asinh_saldo,5,31,-18,9,0.459202881163456
asinh_saldo,5,32,-18,10,0.362930214148328
asinh_saldo,5,33,-18,11,0.34268451438119
asinh_saldo,5,34,-18,12,0.270856822698974
asinh_saldo,5,35,-18,13,0.481457350152406
asinh_saldo,5,36,-18,14,0.419515610703695
asinh_saldo,5,37,-18,15,0.409843747913211
asinh_saldo,5,38,-18,16,0.444025602780403
asinh_saldo,5,39,-18,17,0.406704371826128
asinh_saldo,5,40,-18,18,0.415187477108132
asinh_saldo,5,41,-18,19,0.385749774499063
asinh_saldo,5,42,-18,20,0.450748316989363
asinh_saldo,5,43,-18,21,0.410129824817948
asinh_saldo,5,44,-18,22,0.371733629554553
asinh_saldo,5,45,-18,23,0.292061629623243
asinh_saldo,6,0,-17,-23,0.475235961853312
asinh_saldo,6,1,-17,-22,0.420468147090331
asinh_saldo,6,2,-17,-21,0.419969916398618
asinh_saldo,6,3,-17,-20,0.365519563102023
asinh_saldo,6,4,-17,-19,0.452108866201034
asinh_saldo,6,5,-17,-18,0.450026139449253
asinh_saldo,6,6,-17,-17,0.541830223394971
asinh_saldo,6,7,-17,-16,0.430287488542691
asinh_saldo,6,8,-17,-15,0.381837843748891
asinh_saldo,6,9,-17,-14,0.363176918884708
asinh_saldo,6,10,-17,-13,0.381389273169978
asinh_saldo,6,11,-17,-12,0.278112126488747
asinh_saldo,6,12,-17,-11,0.323511436833516
asinh_saldo,6,13,-17,-10,0.394998345031109
asinh_saldo,6,14,-17,-9,0.357211061712302
asinh_saldo,6,15,-17,-8,0.329061628831366
asinh_saldo,6,16,-17,-7,0.359512910916995
asinh_saldo,6,17,-17,-6,0.405959587754644
asinh_saldo,6,18,-17,-5,0.39959370229072
asinh_saldo,6,19,-17,-4,0.39485433503895
asinh_saldo,6,20,-17,-3,0.364415685504746
asinh_saldo,6,21,-17,-2,0.274901703289735
asinh_saldo,6,22,-17,0,0.253809175070504
asinh_saldo,6,23,-17,1,0.322998906849554
asinh_saldo,6,24,-17,2,0.328763112123286
asinh_saldo,6,25,-17,3,0.365925792843821
asinh_saldo,6,26,-17,4,0.318711468106894
asinh_saldo,6,27,-17,5,0.33919157062025
asinh_saldo,6,28,-17,6,0.403966221422748
asinh_saldo,6,29,-17,7,0.396766135182975
asinh_saldo,6,30,-17,8,0.401164553306969
asinh_saldo,6,31,-17,9,0.418400430974211
asinh_saldo,6,32,-17,10,0.349552548907384
asinh_saldo,6,33,-17,11,0.343979883987378
asinh_saldo,6,34,-17,12,0.248506533356559
asinh_saldo,6,35,-17,13,0.42627520963651
asinh_saldo,6,36,-17,14,0.417923438968828
asinh_saldo,6,37,-17,15,0.37160119909388
asinh_saldo,6,38,-17,16,0.362545531477823
asinh_saldo,6,39,-17,17,0.334607146898822
asinh_saldo,6,40,-17,18,0.407519825890953
asinh_saldo,6,41,-17,19,0.397314764754318
asinh_saldo,6,42,-17,20,0.400799539031088
asinh_saldo,6,43,-17,21,0.367581447361662
asinh_saldo,6,44,-17,22,0.343031148759901
asinh_saldo,6,45,-17,23,0.315498836654465
asinh_saldo,7,0,-16,-23,0.423547527309432
